OBSTRC_FCTR_CN,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,REPRT_YEAR_CN,EXAMIN_COUNTRY_NM,CNTNTS_URL
"스토리, 소재, 장르 등이 진부하고 획일적이어서","8","10.50000","6.20000","10.20000","3.70000","15.60000","0.00000","0.00000","2024","일본","애니메이션"
"교육적이지 않아서","6","5.30000","7.20000","8.20000","5.60000","6.70000","5.60000","0.00000","2024","일본","애니메이션"
"한국과 자국의 역사/외교적 관계로 인해서","9","13.20000","6.20000","6.10000","7.40000","11.10000","11.10000","28.60000","2024","일본","애니메이션"
"자국의 문화 정서와 맞지 않는 코드들이 있어서","5","6.60000","3.10000","4.10000","3.70000","4.40000","5.60000","14.30000","2024","일본","애니메이션"
"한국적 요소가 강해서","8","6.60000","9.30000","8.20000","5.60000","11.10000","11.10000","0.00000","2024","일본","애니메이션"
"접하기 어려운 환경이어서","10","5.30000","13.40000","6.10000","14.80000","11.10000","5.60000","0.00000","2024","일본","애니메이션"
"문화 다양성에 대한 고려가 부족해서","4","5.30000","3.10000","6.10000","0.00000","2.20000","16.70000","0.00000","2024","일본","애니메이션"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2024","일본","애니메이션"
"없음","23","22.40000","23.70000","26.50000","27.80000","15.60000","16.70000","28.60000","2024","일본","애니메이션"
"스토리가 마음에 들지 않아서","5","6.70000","4.50000","4.90000","6.10000","7.30000","0.00000","0.00000","2024","일본","출판물"
"소재, 장르 등이 진부하고 획일적이어서","2","5.00000","0.00000","2.40000","0.00000","2.40000","0.00000","14.30000","2024","일본","출판물"
"번역이 미흡해서","15","15.00000","14.60000","12.20000","24.50000","4.90000","27.30000","0.00000","2024","일본","출판물"
"언어와 문화가 달라 내용을 이해하기 어려워서","9","6.70000","10.10000","17.10000","4.10000","7.30000","0.00000","14.30000","2024","일본","출판물"
"이용하는 데 비용이 많이 들어서","9","6.70000","11.20000","12.20000","6.10000","12.20000","9.10000","0.00000","2024","일본","출판물"
"내용이 선정적이고 폭력적이어서","5","5.00000","4.50000","4.90000","6.10000","2.40000","9.10000","0.00000","2024","일본","출판물"
"캐릭터가 마음에 들지 않아서","3","3.30000","3.40000","2.40000","2.00000","4.90000","9.10000","0.00000","2024","일본","출판물"
"한국과 자국의 역사/외교적 관계로 인해서","8","10.00000","6.70000","2.40000","8.20000","7.30000","9.10000","42.90000","2024","일본","출판물"
"한국적 요소가 강해서","4","5.00000","3.40000","4.90000","2.00000","2.40000","18.20000","0.00000","2024","일본","출판물"
"구매하기 어려워서","11","10.00000","11.20000","12.20000","8.20000","14.60000","9.10000","0.00000","2024","일본","출판물"
"문화 다양성에 대한 고려가 부족해서","3","1.70000","4.50000","4.90000","2.00000","4.90000","0.00000","0.00000","2024","일본","출판물"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2024","일본","출판물"
"없음","26","25.00000","25.80000","19.50000","30.60000","29.30000","9.10000","28.60000","2024","일본","출판물"
"스토리가 마음에 들지 않아서","7","7.90000","6.80000","8.30000","11.30000","5.10000","0.00000","0.00000","2024","일본","웹툰"
"그림체가 마음에 들지 않아서","6","7.90000","4.10000","8.30000","5.70000","5.10000","8.30000","0.00000","2024","일본","웹툰"
"소재, 장르 등이 진부하고 획일적이어서","7","12.70000","2.70000","8.30000","1.90000","12.80000","16.70000","0.00000","2024","일본","웹툰"
"번역이 미흡해서","7","6.30000","6.80000","0.00000","5.70000","12.80000","8.30000","0.00000","2024","일본","웹툰"
"언어와 문화가 달라 내용을 이해하기 어려워서","7","4.80000","8.10000","4.20000","7.50000","5.10000","8.30000","11.10000","2024","일본","웹툰"
"이용하는 데 비용이 많이 들어서","4","1.60000","5.40000","8.30000","3.80000","0.00000","0.00000","11.10000","2024","일본","웹툰"
"내용이 선정적이고 폭력적이어서","5","4.80000","5.40000","4.20000","5.70000","5.10000","8.30000","0.00000","2024","일본","웹툰"
"캐릭터가 마음에 들지 않아서","4","1.60000","5.40000","4.20000","1.90000","5.10000","8.30000","0.00000","2024","일본","웹툰"
"한국과 자국의 역사/외교적 관계로 인해서","6","4.80000","6.80000","8.30000","3.80000","0.00000","16.70000","22.20000","2024","일본","웹툰"
"한국적 요소가 강해서","9","7.90000","9.50000","12.50000","3.80000","12.80000","8.30000","11.10000","2024","일본","웹툰"
"사용자 환경이 불편해서","5","6.30000","4.10000","4.20000","3.80000","10.30000","0.00000","0.00000","2024","일본","웹툰"
"접하기 어려운 환경이어서","6","6.30000","5.40000","4.20000","7.50000","5.10000","0.00000","11.10000","2024","일본","웹툰"
"문화 다양성에 대한 고려가 부족해서","7","4.80000","8.10000","4.20000","11.30000","5.10000","0.00000","0.00000","2024","일본","웹툰"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2024","일본","웹툰"
"없음","22","22.20000","21.60000","20.80000","26.40000","15.40000","16.70000","33.30000","2024","일본","웹툰"
"게임 스토리의 짜임새가 부족해서","3","4.40000","1.20000","1.60000","3.10000","2.80000","6.90000","5.30000","2024","일본","게임"
"그래픽의 독창성이 부족하고 어디서 본 듯해서","7","6.30000","8.10000","3.20000","10.90000","8.50000","3.40000","5.30000","2024","일본","게임"
"게임 캐릭터의 매력이 부족하고 정체성이 모호해서","4","3.10000","5.80000","1.60000","4.70000","5.60000","3.40000","5.30000","2024","일본","게임"
"스토리, 소재, 장르 등이 진부하고 획일적이어서","5","3.10000","7.00000","4.80000","4.70000","4.20000","0.00000","10.50000","2024","일본","게임"
"높은 디바이스 사양을 필요로 해서","2","1.30000","4.70000","6.30000","3.10000","0.00000","0.00000","0.00000","2024","일본","게임"
"자국의 문화 정서와 맞지 않아서","8","8.10000","7.00000","9.50000","1.60000","12.70000","0.00000","15.80000","2024","일본","게임"
"게임이 선정적이고 폭력적이어서","9","10.00000","8.10000","9.50000","9.40000","5.60000","17.20000","10.50000","2024","일본","게임"
"이용하는 데 비용이 많이 들어서","10","10.60000","9.30000","9.50000","14.10000","7.00000","3.40000","21.10000","2024","일본","게임"
"게임 서비스 운영이 미흡해서","6","6.30000","5.80000","4.80000","4.70000","8.50000","10.30000","0.00000","2024","일본","게임"
"한국과 자국의 역사/외교적 관계로 인해서","10","10.00000","9.30000","6.30000","9.40000","9.90000","20.70000","5.30000","2024","일본","게임"
"사용자 환경이 불편해서","4","2.50000","5.80000","4.80000","6.30000","2.80000","0.00000","0.00000","2024","일본","게임"
"유료 아이템, 캐릭터 카드 등 지나친 소비를 유도해서","9","9.40000","8.10000","9.50000","6.30000","14.10000","6.90000","0.00000","2024","일본","게임"
"문화 다양성에 대한 고려가 부족해서","4","3.80000","4.70000","4.80000","4.70000","0.00000","13.80000","0.00000","2024","일본","게임"
"기타","0","0.60000","0.00000","0.00000","1.60000","0.00000","0.00000","0.00000","2024","일본","게임"
"없음","19","20.60000","15.10000","23.80000","15.60000","18.30000","13.80000","21.10000","2024","일본","게임"
"품질 대비 가격이 비싸서","7","8.70000","5.60000","4.90000","8.40000","6.80000","3.70000","9.10000","2024","일본","패션"
"브랜드 이미지가 좋지 않아서","3","5.80000","2.30000","3.90000","1.10000","2.70000","7.40000","9.10000","2024","일본","패션"
"디자인이 별로여서","4","6.80000","2.80000","4.90000","0.00000","8.20000","3.70000","4.50000","2024","일본","패션"
"제품 종류 및 스타일이 다양하지 않아서","5","3.90000","6.00000","6.90000","7.40000","4.10000","0.00000","0.00000","2024","일본","패션"
"사이즈가 다양하지 않아서","6","3.90000","7.40000","4.90000","8.40000","5.50000","3.70000","9.10000","2024","일본","패션"
"품질이 떨어져서","20","15.50000","22.70000","18.60000","23.20000","17.80000","22.20000","22.70000","2024","일본","패션"
"한국과 자국의 역사/외교적 관계로 인해서","9","9.70000","8.30000","8.80000","6.30000","8.20000","11.10000","18.20000","2024","일본","패션"
"구매하기 어려워서","19","16.50000","19.90000","20.60000","17.90000","19.20000","22.20000","9.10000","2024","일본","패션"
"스타일이 맞지 않아서","6","4.90000","6.00000","2.90000","4.20000","11.00000","7.40000","4.50000","2024","일본","패션"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2024","일본","패션"
"없음","21","24.30000","19.00000","23.50000","23.20000","16.40000","18.50000","13.60000","2024","일본","패션"
"품질이 떨어져서","3","4.70000","2.80000","1.90000","0.90000","6.10000","7.10000","4.80000","2024","일본","뷰티"
"품질 대비 가격이 비싸서","6","5.90000","5.70000","6.80000","8.50000","2.00000","3.60000","4.80000","2024","일본","뷰티"
"제품의 종류가 다양하지 않아서","3","0.00000","3.90000","1.90000","5.10000","3.00000","0.00000","0.00000","2024","일본","뷰티"
"제품의 홍보가 지나치게 과장된 것 같아서","9","10.60000","8.10000","6.80000","7.70000","8.10000","14.30000","19.00000","2024","일본","뷰티"
"특정 성분이 기호에 맞지 않아서","5","5.90000","4.90000","7.80000","3.40000","6.10000","0.00000","4.80000","2024","일본","뷰티"
"브랜드 이미지가 좋지 않아서","2","3.50000","1.80000","3.90000","0.00000","2.00000","3.60000","4.80000","2024","일본","뷰티"
"제품 용기/포장의 디자인이 별로여서","2","3.50000","1.80000","1.90000","4.30000","0.00000","3.60000","0.00000","2024","일본","뷰티"
"한국과 자국의 역사/외교적 관계로 인해서","9","14.10000","7.40000","7.80000","7.70000","8.10000","14.30000","19.00000","2024","일본","뷰티"
"나의 가치와 맞지 않아서","4","3.50000","3.50000","4.90000","3.40000","0.00000","7.10000","9.50000","2024","일본","뷰티"
"제품 포장이 과해서","3","4.70000","2.80000","3.90000","1.70000","5.10000","3.60000","0.00000","2024","일본","뷰티"
"제품에 정보 표기가 자세하지 않아서","12","11.80000","12.40000","11.70000","13.70000","12.10000","7.10000","14.30000","2024","일본","뷰티"
"내 피부와 맞지 않아서","13","10.60000","14.10000","14.60000","16.20000","10.10000","17.90000","0.00000","2024","일본","뷰티"
"기타","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","2024","일본","뷰티"
"없음","29","21.20000","30.70000","26.20000","27.40000","37.40000","17.90000","19.00000","2024","일본","뷰티"
"가격이 비싸서","9","7.00000","10.70000","9.50000","9.80000","7.00000","7.60000","10.00000","2024","일본","음식"
"반찬이 많아 식사하기 번거로워서","3","2.80000","3.90000","5.00000","3.50000","2.50000","3.30000","1.80000","2024","일본","음식"
"식사 도구의 사용이 어려워서","3","2.00000","3.10000","3.40000","3.50000","1.50000","4.30000","0.00000","2024","일본","음식"
"좋아하는 맛과 향이 아니어서","13","12.50000","12.90000","13.40000","7.50000","15.90000","15.20000","11.80000","2024","일본","음식"
"상차림/플레이팅이나 식당의 분위기가 마음에 들지 않아서","2","2.00000","2.00000","2.20000","2.30000","1.50000","2.20000","1.80000","2024","일본","음식"
"식당/직원의 위생 및 청결 상태가 좋지 않아서","12","11.80000","12.60000","7.80000","16.20000","14.90000","8.70000","10.90000","2024","일본","음식"
"직원들이 불친절해서","5","4.50000","4.50000","5.60000","5.80000","2.00000","5.40000","4.50000","2024","일본","음식"
"제공하는 음식이 다양하지 않아서","3","2.00000","3.10000","2.80000","2.90000","4.00000","0.00000","0.90000","2024","일본","음식"
"한국과 자국의 역사/외교적 관계로 인해서","11","13.30000","7.60000","7.80000","8.10000","10.90000","16.30000","13.60000","2024","일본","음식"
"재료/조리법을 알 수 없어서","8","8.00000","7.60000","6.70000","8.70000","8.00000","6.50000","9.10000","2024","일본","음식"
"기타","1","1.50000","1.10000","0.60000","0.60000","2.00000","2.20000","1.80000","2024","일본","음식"
"없음","32","32.60000","30.90000","35.20000","31.20000","29.90000","28.30000","33.60000","2024","일본","음식"
"소재, 스토리, 장르 등이 진부하고 획일적이어서","13","13.40000","12.00000","16.70000","10.30000","12.70000","12.00000","10.00000","2024","대만","TV 드라마"
"번역 자막/더빙으로 보는 것이 불편해서","10","8.40000","11.20000","9.20000","10.30000","9.30000","8.40000","14.00000","2024","대만","TV 드라마"
"같은 배우들이 다른 작품에 반복적으로 출연해서","4","3.30000","3.60000","2.50000","5.10000","3.40000","3.60000","2.00000","2024","대만","TV 드라마"
"드라마를 보는데 비용이 많이 들어서","8","7.10000","8.40000","5.00000","7.70000","10.20000","6.00000","12.00000","2024","대만","TV 드라마"
"한국적 요소가 강해서","4","3.80000","3.60000","4.20000","5.10000","1.70000","3.60000","4.00000","2024","대만","TV 드라마"
"한국어가 어렵고 너무 생소해서","8","11.30000","5.60000","9.20000","10.30000","6.80000","8.40000","6.00000","2024","대만","TV 드라마"
"한 회당 방영 시간이 길어서","6","7.50000","5.20000","8.30000","6.80000","5.90000","7.20000","0.00000","2024","대만","TV 드라마"
"한국과 자국의 역사/외교적 관계로 인해서","3","2.90000","3.60000","4.20000","3.40000","2.50000","3.60000","2.00000","2024","대만","TV 드라마"
"접하기 어려운 환경이어서","7","7.50000","6.00000","5.00000","8.50000","6.80000","7.20000","6.00000","2024","대만","TV 드라마"
"표현방식이 너무 강해서","10","8.80000","10.40000","8.30000","7.70000","7.60000","14.50000","14.00000","2024","대만","TV 드라마"
"문화 다양성에 대한 고려가 부족해서","6","6.30000","5.60000","5.00000","8.50000","5.10000","6.00000","4.00000","2024","대만","TV 드라마"
